Год издания,title,url,Availability,Библиографическое описание,Тип издания,Коллекции,Автор,Заглавие,Number_of_Images,Images
1794,"Атлас Российской империи, изданный для употребления юношества в 1794 [году] в Санктпетербурге. - [СПб., 1794].",http://elib.shpl.ru/ru/nodes/14502-atlas-rossiyskoy-imperii-izdannyy-dlya-upotrebleniya-yunoshestva-v-1794-godu-v-sanktpeterburge-spb-1794,1,"Атлас Российской империи, изданный для употребления юношества в 1794 [году] в Санктпетербурге. - [СПб., 1794]. - [2] c., 17 л. к.","карта (2938)  книжное издание, архивный документ",Иллюстрированные издания,,"Атлас Российской империи, изданный для употребления юношества в 1794 [году] в Санктпетербурге",66,"1564589, 1564593, 1564596, 1564599, 1564602, 1564605, 1564609, 1564612, 1564615, 1564618, 1564622, 1564627, 1564628, 1564629, 1564630, 1564631, 1564632, 1564633, 1564637, 1564640, 1564645, 1564648, 1564652, 1564656, 1564660, 1564663, 1564668, 1564671, 1564675, 1564680, 1564683, 1564686, 1564691, 1564695, 1564698, 1564703, 1564706, 1564709, 1564714, 1564718, 1564721, 1564726, 1564729, 1564733, 1564738, 1564741, 1564744, 1564749, 1564753, 1564756, 1564761, 1564764, 1564768, 1564773, 1564776, 1564779, 1564784, 1564787, 1564795, 1564802, 1564806, 1564809, 1564812, 1564815, 1564819, 1564821"
,Атлас сражений 1861-1865 гг. в Северной Америке,http://elib.shpl.ru/ru/nodes/55664-atlas-srazheniy-1861-1865-gg-v-severnoy-amerike,1,,карта,,,,1,3733808
,Атлас сражений 1866 г. в Австрии №8,http://elib.shpl.ru/ru/nodes/55640-atlas-srazheniy-1866-g-v-avstrii-locale-nil-8,1,,карта,,,,1,3733785
,Аттика и соседние с ней области средней Греции и Пелопоннеса,http://elib.shpl.ru/ru/nodes/89957-attika-i-sosednie-s-ney-oblasti-sredney-gretsii-i-peloponnesa,1,,карта,,,,1,5292868
,Афганистан,http://elib.shpl.ru/ru/nodes/12483-afganistan,1,,карта,,,,1,1339000
,Афганистан [1929 год],http://elib.shpl.ru/ru/nodes/97046-afganistan-1929-god,1,,карта,,,,1,5662099
,Ахматская волость. Камышин,http://elib.shpl.ru/ru/nodes/59630-ahmatskaya-volost-kamyshin,1,,карта,,,,1,3896969
,Ахтырка Харьковского Наместничества,http://elib.shpl.ru/ru/nodes/946-ahtyrka-harkovskogo-namestnichestva,1,,карта,,,,1,223614
,Бабинович Могилёвского Наместничества,http://elib.shpl.ru/ru/nodes/659-babinovich-mogilyovskogo-namestnichestva,1,,карта,,,,1,213790
,Багдад,http://elib.shpl.ru/ru/nodes/2956-bagdad,1,,карта,,,,2,"328386, 1013712"
,Бакинский рейд,http://elib.shpl.ru/ru/nodes/56572-bakinskiy-reyd,1,,карта,,,,1,3781290
,Балахна Нижегородского Наместничества,http://elib.shpl.ru/ru/nodes/673-balahna-nizhegorodskogo-namestnichestva,1,,карта,,,,1,213804
,Балашов Саратовской губернии,http://elib.shpl.ru/ru/nodes/775-balashov-saratovskoy-gubernii,1,,карта,,,,1,215565
,Балканские горы и два рукава прежде протекавшей реки Аму-Дарьи,http://elib.shpl.ru/ru/nodes/12500-balkanskie-gory-i-dva-rukava-prezhde-protekavshey-reki-amu-dari,1,,карта,,,,1,1339012
,Балканский полуостров,http://elib.shpl.ru/ru/nodes/72973-balkanskiy-poluostrov,1,,карта,,,,1,4491903
,Балтийское море с заливами,http://elib.shpl.ru/ru/nodes/10462-baltiyskoe-more-s-zalivami,1,,карта,,,,1,1108098
,Бахмут Екатеринославской губернии,http://elib.shpl.ru/ru/nodes/1055-bahmut-ekaterinoslavskoy-gubernii,1,,карта,,,,1,231155
,Бахмут Екатеринославской губернии,http://elib.shpl.ru/ru/nodes/1056-bahmut-ekaterinoslavskoy-gubernii,1,,карта,,,,1,231156
,Бег к морю и переход к позиционной войне 20 сентября - 10 ноября 1914 г.,http://elib.shpl.ru/ru/nodes/92603-beg-k-moryu-i-perehod-k-pozitsionnoy-voyne-20-sentyabrya-10-noyabrya-1914-g,1,,карта,,,,1,5482662
,Бежецк Тверской губернии,http://elib.shpl.ru/ru/nodes/882-bezhetsk-tverskoy-gubernii,1,,карта,,,,1,218380
,Белгород Курского Наместничества,http://elib.shpl.ru/ru/nodes/644-belgorod-kurskogo-namestnichestva,1,,карта,,,,1,213775
,Белев Тульского Наместничества,http://elib.shpl.ru/ru/nodes/914-belev-tulskogo-namestnichestva,1,,карта,,,,1,221347
,Белица Могилёвского Наместничества,http://elib.shpl.ru/ru/nodes/660-belitsa-mogilyovskogo-namestnichestva,1,,карта,,,,1,213791
,Беловодск Воронежского Наместничества,http://elib.shpl.ru/ru/nodes/495-belovodsk-voronezhskogo-namestnichestva,1,,карта,,,,1,198053
,Белозёрск Новгородского Наместничества,http://elib.shpl.ru/ru/nodes/686-belozyorsk-novgorodskogo-namestnichestva,1,,карта,,,,1,213817
,Белополье Харьковского Наместничества,http://elib.shpl.ru/ru/nodes/950-belopolie-harkovskogo-namestnichestva,1,,карта,,,,1,223618
,Белый Смоленского Наместничества,http://elib.shpl.ru/ru/nodes/799-belyy-smolenskogo-namestnichestva,1,,карта,,,,1,216569
,Бельгия и сопредельные страны,http://elib.shpl.ru/ru/nodes/57481-belgiya-i-sopredelnye-strany,1,,карта,,,,1,3815952
,Бердичев Волынской губернии,http://elib.shpl.ru/ru/nodes/490-berdichev-volynskoy-gubernii,1,,карта,,,,1,198048
,Березна Черниговской губернии,http://elib.shpl.ru/ru/nodes/1015-berezna-chernigovskoy-gubernii,1,,карта,,,,1,226131
,Берингов пролив,http://elib.shpl.ru/ru/nodes/53660-beringov-proliv,1,,карта,,,,1,3623470
1946,"Бескровный Л. Г. Атлас карт и схем по русской военной истории. - М., 1946.",http://elib.shpl.ru/ru/nodes/1705-beskrovnyy-l-g-atlas-kart-i-shem-po-russkoy-voennoy-istorii-m-1946,1,"Бескровный, Любомир Григорьевич (1905-1980). Атлас карт и схем по русской военной истории / Бескровный Л. Г. ; Воен. акад. Красной Армии им. М. В. Фрунзе. - М. : Воен. изд-во, 1946. - VII с. текста, 88 л. карт., схем. - На обл. авт. не указан.","карта (2938)  книжное издание, архивный документ",Военная история (1590)  Иллюстрированные издания,"Бескровный, Любомир Григорьевич (1905-1980)",Атлас карт и схем по русской военной истории.,192,"243370, 243371, 243372, 243373, 243374, 243375, 243376, 243377, 243378, 243379, 243380, 243381, 243382, 243383, 243384, 243385, 243386, 243387, 243388, 243389, 243390, 243391, 243392, 243393, 243394, 243395, 243396, 243397, 243398, 243399, 243400, 243401, 243402, 243403, 243404, 243405, 243406, 243407, 243408, 243409, 243410, 243411, 243412, 243413, 243414, 243415, 243416, 243417, 243418, 243419, 243420, 243421, 243422, 243423, 243424, 243425, 243426, 243427, 243428, 243429, 243430, 243431, 243432, 243433, 243434, 243435, 243436, 243437, 243438, 243439, 243440, 243441, 243442, 243443, 243444, 243445, 243446, 243447, 243448, 243449, 243450, 243451, 243452, 243453, 243454, 243455, 243456, 243457, 243458, 243459, 243460, 243461, 243462, 243463, 243464, 243465, 243466, 243467, 243468, 243469, 243470, 243471, 243472, 243473, 243474, 243475, 243476, 243477, 243478, 243479, 243480, 243481, 243482, 243483, 243484, 243485, 243486, 243487, 243488, 243489, 243490, 243491, 243492, 243493, 243494, 243495, 243496, 243497, 243498, 243499, 243500, 243501, 243502, 243503, 243504, 243505, 243506, 243507, 243508, 243509, 243510, 243511, 243512, 243513, 243514, 243515, 243516, 243517, 243518, 243519, 243520, 243521, 243522, 243523, 243524, 243525, 243526, 243527, 243528, 243529, 243530, 243531, 243532, 243533, 243534, 243535, 243536, 243537, 243538, 243539, 243540, 243541, 243542, 243543, 243544, 243545, 243546, 243547, 243548, 243549, 243550, 243551, 243552, 243553, 243554, 243555, 243556, 243557, 243558, 243559, 243560, 243561"
,Блокада Плевны. Прорыв Османа-паши.,http://elib.shpl.ru/ru/nodes/75854-blokada-plevny-proryv-osmana-pashi,1,,карта,,,,1,4624049
,Бобров Воронежского Наместничества,http://elib.shpl.ru/ru/nodes/493-bobrov-voronezhskogo-namestnichestva,1,,карта,,,,1,198051
,Богатый Курского Наместничества,http://elib.shpl.ru/ru/nodes/643-bogatyy-kurskogo-namestnichestva,1,,карта,,,,1,213774
,Богодухов Слободско-украинской губернии,http://elib.shpl.ru/ru/nodes/947-bogoduhov-slobodsko-ukrainskoy-gubernii,1,,карта,,,,1,223615
,Богодухов Слободско-украинской губернии,http://elib.shpl.ru/ru/nodes/948-bogoduhov-slobodsko-ukrainskoy-gubernii,1,,карта,,,,1,223616
,Богородицк Тульского Наместничества,http://elib.shpl.ru/ru/nodes/912-bogoroditsk-tulskogo-namestnichestva,1,,карта,,,,1,221345
,Богородск Московского Наместничества,http://elib.shpl.ru/ru/nodes/241-bogorodsk-moskovskogo-namestnichestva,1,,карта,,,,1,87306
,Богучар Воронежского Наместничества,http://elib.shpl.ru/ru/nodes/494-boguchar-voronezhskogo-namestnichestva,1,,карта,,,,1,198052
,Боевой путь 45-й дивизии на деникинском фронте,http://elib.shpl.ru/ru/nodes/58554-boevoy-put-45-y-divizii-na-denikinskom-fronte,1,,карта,,,,1,3852400
,Боевой путь 45-й Краснознаменной Волынской дивизии 1919-1920,http://elib.shpl.ru/ru/nodes/52060-boevoy-put-45-y-krasnoznamennoy-volynskoy-divizii-1919-1920,1,,карта,,,,1,3527850
,Боевой путь 8-го стрелкового полка,http://elib.shpl.ru/ru/nodes/34975-boevoy-put-8-go-strelkovogo-polka,1,,карта,,,,1,2756377
,Боевой путь конной армии Буденного с 1918 по 1922 гг.,http://elib.shpl.ru/ru/nodes/77343-boevoy-put-konnoy-armii-budennogo-s-1918-po-1922-gg,1,,карта,,,,1,4704117
,Боевой путь Щорса,http://elib.shpl.ru/ru/nodes/59929-boevoy-put-schorsa,1,,карта,,,,1,3904066
,"Боевой путь, пройденный 9-й Чапаевской дивизией за время 1918-1920 года",http://elib.shpl.ru/ru/nodes/83077-boevoy-put-proydennyy-9-y-chapaevskoy-diviziey-za-vremya-1918-1920-goda,1,,карта,,,,1,4956093
,Боевые действия 11 армии с 22 мая (4 июня) по 3 (16) июля 1916 г.,http://elib.shpl.ru/ru/nodes/63266-boevye-deystviya-11-armii-s-22-maya-4-iyunya-po-3-16-iyulya-1916-g,1,,карта,,,,1,4022480
,Боевые действия 11-й армии с 20 июня (3 июля) по 28 июня (11 июля),http://elib.shpl.ru/ru/nodes/82202-boevye-deystviya-11-y-armii-s-20-iyunya-3-iyulya-po-28-iyunya-11-iyulya,1,,карта,,,,1,4924942
,Боевые действия 11-й армии с 22 мая (4 апреля) по 1 июня (14 июня),http://elib.shpl.ru/ru/nodes/82112-boevye-deystviya-11-y-armii-s-22-maya-4-aprelya-po-1-iyunya-14-iyunya,1,,карта,,,,1,4922702
,Боевые действия 11-й армии с 31 мая (13 апреля) по 3 июня (16 июня),http://elib.shpl.ru/ru/nodes/82126-boevye-deystviya-11-y-armii-s-31-maya-13-aprelya-po-3-iyunya-16-iyunya,1,,карта,,,,1,4923380
,Боевые действия 3-й и 8-й армий с 20 июня (3 июля) по 28 июня (11 июля),http://elib.shpl.ru/ru/nodes/82201-boevye-deystviya-3-y-i-8-y-armiy-s-20-iyunya-3-iyulya-po-28-iyunya-11-iyulya,1,,карта,,,,1,4924941
,Боевые действия 4 разведывательной группы в районе Готланда,http://elib.shpl.ru/ru/nodes/73821-boevye-deystviya-4-razvedyvatelnoy-gruppy-v-rayone-gotlanda,1,,карта,,,,1,4521935
,Боевые действия 7 армии с 22 мая (4 июня) по 15 (28) июля 1916 г.,http://elib.shpl.ru/ru/nodes/63267-boevye-deystviya-7-armii-s-22-maya-4-iyunya-po-15-28-iyulya-1916-g,1,,карта,,,,1,4022481
,Боевые действия 7-й армии с 20 июня (3 июля) по 29 июня (12 июля),http://elib.shpl.ru/ru/nodes/82203-boevye-deystviya-7-y-armii-s-20-iyunya-3-iyulya-po-29-iyunya-12-iyulya,1,,карта,,,,1,4924943
,Боевые действия 7-й армии с 22 мая (4 апреля) по 28 мая (10 июня),http://elib.shpl.ru/ru/nodes/82113-boevye-deystviya-7-y-armii-s-22-maya-4-aprelya-po-28-maya-10-iyunya,1,,карта,,,,1,4922703
,Боевые действия 8 армии с 22 мая (4 июня) по 2 (15) июня 1916 г.,http://elib.shpl.ru/ru/nodes/63252-boevye-deystviya-8-armii-s-22-maya-4-iyunya-po-2-15-iyunya-1916-g,1,,карта,,,,1,4019833
,Боевые действия 8-й армии с 22 мая (4 апреля) по 25 мая (7 апреля),http://elib.shpl.ru/ru/nodes/82111-boevye-deystviya-8-y-armii-s-22-maya-4-aprelya-po-25-maya-7-aprelya,1,,карта,,,,1,4922701
,Боевые действия 8-й армии с 25 мая (7 апреля) по 3 июня (16 июня),http://elib.shpl.ru/ru/nodes/82125-boevye-deystviya-8-y-armii-s-25-maya-7-aprelya-po-3-iyunya-16-iyunya,1,,карта,,,,1,4923379
,Боевые действия 9-й армии с 20 июня (3 июля) по 29 июня (12 июля),http://elib.shpl.ru/ru/nodes/82204-boevye-deystviya-9-y-armii-s-20-iyunya-3-iyulya-po-29-iyunya-12-iyulya,1,,карта,,,,1,4924944
,Боевые действия 9-й армии с 22 мая (4 апреля) по 17 июня (30 июня),http://elib.shpl.ru/ru/nodes/82124-boevye-deystviya-9-y-armii-s-22-maya-4-aprelya-po-17-iyunya-30-iyunya,1,,карта,,,,1,4923378
,Боевые действия в Дании и Швеции,http://elib.shpl.ru/ru/nodes/73829-boevye-deystviya-v-danii-i-shvetsii,1,,карта,,,,1,4521943
,Боевые действия в Рижском заливе,http://elib.shpl.ru/ru/nodes/73827-boevye-deystviya-v-rizhskom-zalive,1,,карта,,,,1,4521941
,Бои 1 конной армии 1 июня и положение обеих сторон к 3 июня 1920 г.,http://elib.shpl.ru/ru/nodes/74237-boi-1-konnoy-armii-1-iyunya-i-polozhenie-obeih-storon-k-3-iyunya-1920-g,1,,карта,,,,1,4571616
,Бои 6 и 11 кавалерийских дивизий 31 мая 1920 г.,http://elib.shpl.ru/ru/nodes/74235-boi-6-i-11-kavaleriyskih-diviziy-31-maya-1920-g,1,,карта,,,,1,4571614
,Бои в Восточной Галиции летом 1917 г.,http://elib.shpl.ru/ru/nodes/58063-boi-v-vostochnoy-galitsii-letom-1917-g,1,,карта,,,,1,3838923
,Бои в выступе у Сен Миэль 1918 г.,http://elib.shpl.ru/ru/nodes/58328-boi-v-vystupe-u-sen-miel-1918-g,1,,карта,,,,1,3845134
,Бои в Добрудже осенью 1916 г.,http://elib.shpl.ru/ru/nodes/57718-boi-v-dobrudzhe-osenyu-1916-g,1,,карта,,,,1,3829859
,Бои в Македонии осенью 1916 г.,http://elib.shpl.ru/ru/nodes/57720-boi-v-makedonii-osenyu-1916-g,1,,карта,,,,1,3829861
,Бои за Гдов 13-15.05.1919,http://elib.shpl.ru/ru/nodes/63887-boi-za-gdov-13-15-05-1919,1,,карта,,,,1,4046494
,Бои за Царицын,http://elib.shpl.ru/ru/nodes/82507-boi-za-tsaritsyn,1,,карта,,,,1,4932657
,Бои за Ямбург 8-14.11.1919,http://elib.shpl.ru/ru/nodes/64699-boi-za-yamburg-8-14-11-1919,1,,карта,,,,1,4049275
,Бои на реке Иква 11-16 июля 1920 г.,http://elib.shpl.ru/ru/nodes/58602-boi-na-reke-ikva-11-16-iyulya-1920-g,1,,карта,,,,1,3856456
,Бои на реке Иква 17-22 июля 1920 г.,http://elib.shpl.ru/ru/nodes/58603-boi-na-reke-ikva-17-22-iyulya-1920-g,1,,карта,,,,1,3856457
,Бои под Верденом в августе 1917 г.,http://elib.shpl.ru/ru/nodes/58065-boi-pod-verdenom-v-avguste-1917-g,1,,карта,,,,1,3838925
,Бои под Верденом осенью 1916 г.,http://elib.shpl.ru/ru/nodes/57719-boi-pod-verdenom-osenyu-1916-g,1,,карта,,,,1,3829860
,Бои под Липягами,http://elib.shpl.ru/ru/nodes/74582-boi-pod-lipyagami,1,,карта,,,,1,4572731
,Бои у озера Нароч в марте 1916,http://elib.shpl.ru/ru/nodes/57695-boi-u-ozera-naroch-v-marte-1916,1,,карта,,,,1,3829105
,Бой 14 января 1905 г.,http://elib.shpl.ru/ru/nodes/83387-boy-14-yanvarya-1905-g,1,,карта,,,,1,4970922
,Бой 14 января 1905 года. Положение колонн до ранения Г. А. Мищенко. Расположение японцев,http://elib.shpl.ru/ru/nodes/83386-boy-14-yanvarya-1905-goda-polozhenie-kolonn-do-raneniya-g-a-mischenko-raspolozhenie-yapontsev,1,,карта,,,,1,4970921
